,Cleaned Data
333, fellowworkers crowded round  asking questions   paragraph   appeared  afternoon
334,marsac confirmed   declared    got  particulars    amount   fortune
335,   say     three millions  added  entire accuracy
336,next day paris rang   story
337, cannot  denied   marsac  fontaine  little frightened   sudden  overpowering success   little romance
338,  notpg 59 counted upon  instant  enormous sensation  created
339,     retreat  
340,  committed  uncle maurice    abide    invention   taxed even marsacs powers  meet  emergency
341,fontaine simply declared   could  face  world   new character  kept close   lodgings  avoid interrogatories
342,naturally   still   set  story   legs    began  receive letters  condolence mixed  congratulations   forced  reply    paper  black border  inch deep  signed  inky sealingwax even   began  believe   uncle maurice  died  left  fortune
343,marsac   remarkably clever   brush made  excellent picture  uncle maurice    transformed bullfighter   dint  artistically smoking   newness ofpg 60  paint  taken 
344,  however simply forced  invent biography  uncle maurice  names dates  events
345, first time   asked  uncle maurice made  money   obliged  say    represented     made   wineimporting line
346,    moment  think    said mining operations  said  fontaine afterward  taken unawares  hit upon  winebusiness
347,     explain   went   traditions   family  engaging  trade   immensely successful   forgave 
348,   drew noble picture  uncle mauricefor look  fontaine    profited   old gentleman  least      give  good character
349,  adorned   every virtue
350,  could come  life   sure  would  pleased   reputation   given  pg 61  marsac   alive
351,   maddening part
352,suppose  real uncle maurice  come walking    fine daywhat would  say   say good morning monsieur fontaine delighted  see 
353, cigar
354, heard    dead   old gentleman would   pleased  finding  alive   would forgive us anything among  first persons  hear  story  madame fleury   hardest task  marsac     stopped     entresol one morning   inquiry whether  story  true    fontaines uncles death
355,alas
356,    true replied marsac sorrowfully
357, think monsieur auguste   informed    said madame fleury considering  relations ah madame  widow canpg 62   idea   bashfulness  young man like fontaine   first love affair
358, relations  men  women   changed 
359,  barely thirty   remember     lady   diffident
360,  last diffident woman  understand   secured   jardin des plantes madame fleury heard   smile playing round  handsome mouth
361, hardly think   engagement  monsieur auguste fontaine     called love affair
362,  business arrangement pure  simple
363,however   story   uncle maurice   fortune  true   shall look forward   satisfaction  ever   15th  may
364,    monsieur fontaine call  see  occasionally bashfulness madame fleurypure bashfulness
365, tell  men  women  changed places
366, predictpg 63    years young man    think  calling   fiance   years back  fiance would  called   madame fleury heard  uttered  marsacs airiest manner    inscrutable smile
367, marsac left  presence   hours laboured explanations     slightest certainty whether  believed  uncle maurice  
368, rather thought      last remarkwhich    monsieur fontaine really  inherited two million francs  would  glad    two hundred  owed 
369,however   got two hundred francs  fontaine would   like getting oysters   strawberry bed
370,  days went   got great many things like  mourning clothes  blackedged paper    pursued  tradesmen desiring   open accounts  
371,  franc  
372, absence  thepg 64 newspaper office cut   small salary    dining   favourite restaurant every day smoking  best cigars  enjoying  luxuries  often   one sou  rattle  another
373,marsac kept   courage though  telling   something would soon turn   would enable   pay  debts escape  madame fleurys house  live like lords
374,   happy event  accomplished marsac promised  fontaine   rid  madame fleury   position  ask  hand  claire duval  fontaine grew every day  passionately  love  although    months since   seen 
375,whenever fontaines courage failed marsac always held     hope  marrying claire
376, let  catch old duvali dont like  go  search  himcried marsac    give    account     willpg 65  throwing  daughter  
377,    sweet girl   believe  really  love      marriage sure
378,  thing   conscience     putting noose around  neck  noose
379, garland  mean
380,ah could  live   claire   wife
381,  infernal widow downstairs dont speak   fiance   disrespectful manner cried marsac    time dodging fontaines new hat  flew   direction
382,pg 66 one night  six weeks  uncle maurices advent fontaine    garret waiting  marsac  return
383, room   shabby  ever  fontaine  dressed   height   although still   deepest mourning
384, bright face   walked  whistling jovially   hands   trousers pockets   empty  usual   striking contrast   livery  woe
385,fontaine occasionally  spasms  fear concerning  ruse   twentyfive  good appetite  enough  satisfy   love  hope  friend like marsac one  apt  whistle jovially
386, one corner   room   delicious supper set outsent   restaurant   two young men patronised liberally
387,  rickety writing lay letter bearing  stamp  one   leading theatres  paris
388,  intervals  walking   wondering  marsac   late fontainepg 67 would read  reread  letter    evident delight
389, last   fontaine  beginning   impatient  walked marsac carrying  violincase   hand
390, opened  without word  took  four bottles  champagne
391,  solemn silence  removed  tall hat  proved   full  flowers    arranged   middle   supper
392,      asked fontaine  surprise
393,ladies  supper gravely replied marsac
394,fontaine  astounded
395,marsac habitually ran away  respectable women declaring   afraid       another kind   nothing   pity  pg 68 refined  honourable soul  leaves  harder hearts   evil natures  condemnation    sin    sinned 
396,fontaine uttered  one word ladies yes said marsac     ladies     youfor   women halfstarved  hardworking
397,   matter    balletgirls  thirdrate theatre
398,listen
399,   coming home    saw  two poor creatures standing  front  pastry shop close  eying  cakes   window  without sou  buy anything 
400, overheard    sorrowfully recalled   last franc  gone  white satin shoes   ballet next week
401,   hungrypg 69        felt     pockets  well    heart      money  
402,  credit though thanks   admirable uncle maurice  good supper  home   said         warmed  filled
403,   grade  society    bound  conventionalities   quite willing  go anywhere  good meal
404,  told   slip   conciergethey      minutesand  went  got  wine   flowers  make  little   feast   poor souls     fontaine    better   worse   nights work marsac    best fellow  ever lived cried fontaine hugging 
405,fontaine  always hugging marsac  marsac always responded  pat     father gives small boy
406, read  letter  continued thrusting  letterpg 70  marsacs hand
407, ran  follows 
408,auguste fontaine
409, dear sirhappening  days ago  read  account   deserved good fortune  remember    correspondence   regarding playa white marriage  chanced  look   box   day   discovered  play     lain whole year fate  unworthy   great merit   could   occurred    astonishing forgetfulness   part
410, make  ten thousand apologies  assure   loss  mine  since reading  piece  beg    honour  presenting    gaiet theatre
411,  written play  must command success   cannot understand     public   presume    
412,     therefore     presented   sit   wait   critics  explain  play      rest   world
413, one  bound  give different explanation   get  quarrelling   fortune   made
414,  essential   drama  today   complex      complex  nobody   author  knows   devil play    whatpg 71 problems   proving  disproving    placed upon   pinnacle  ibsen maaterlinck   rest   dutch shakspeares
415,ibsen  skirt dance   goes nowadays
416,  slight tendency  clearness    must  remedied   wish   really great modern dramatist
417,  play   really vicious enough  wife merely gives  husband  opiate   escapes   lover instead   driven   imperative fate  give   quart  corrosive sublimate
418,   minor faults  work  great villany obscurity  prolixity   hope    privilege  presenting
419, truly 
420,savary manager   gaiet theatre
421,fontaine capered  gleefully  marsac read  letter   handed  another note  seemed  give  almost equal pleasure
422,   picturedealer  briefly announced   offer  thousand francs   made   rough sea   hesitated  taking    price marked   picturefiftypg 72 something  couldnt  fifty francs
423,   fifty francs    cried marsac  thousand francs
424,good heavens
425, shall   rich   rothschilds   shall  able  get away   quarters   dreadful woman downstairs   shall marry   claire duval fontaines reply    humming little song  refrain claire  love thee  presently made  sigh  look  gloomy
426,marsac  knew  turn  thoughts  taking said slyly  met old duval today fontaine jumped      shot
427,    say
428,  claire
429,   going  let     infernal confinement    go  see  darling fie
430,fie
431,   engaged man cried marsac   fontaine groaned  tore  hair
432,butpg 73 continued marsac    good news  
433,old duval  read   accounts  uncle maurice     childlike faith     declare auguste  begin  believe   old fellow 
434,anyhow monsieur duval talked   whole hour  afternoon   may depend upon   stuffed    result isnow dont go crazythat    hinted  match    claire fontaine fell   sofa   ecstasy murmuring dear darling claire    coming  see   soon  congratulate 
435, told    going nowhere  account   recent bereavement  listen  
436, old fellow wants  oblige     mentioned  way  corroborative testimony    looking round  countryseat  said  would sell  villa    melun  ninety thousandpg 74 francs
437,  know  maurepas  editorinchief  wild   villa    reason  think   give hundred  forty thousand francs  
438,  see yes said fontaine
439, buy   ninety thousand  sell   hundred  forty thousand
440,   work    jump  old duvals throat   offers     shant  able  prevent      unworthy   uncle maurice   shall  sorry   provided    relative  sound  heard outside
441,marsac listened intently thinking     two friends   ballet   proved 
442, wonder  much afraid     women said fontaine       courage  ask  two poor creatures  even   pleasure   kind actionforpg 75 nothing gives   much pleasure   pooh replied marsac
443,   women  fear   matrimony   show  regard   sex  remaining bachelor
444, feel    marrying  shall secure one woman  least  eternal misery    noise outside  door   time    two balletgirlsmademoiselle marie  mademoiselle louise   introduced 
445,marsac receivedpg 76    much kindness  respect      bankers daughters     girls    tawdry yet shabby  extraordinarily painted  bedizened
446,   womanhood   extinguished    modesty  would    abashed   presence   four assembled   garret  
447,17 rue montignal
448,mademoiselle marie  mademoiselle louise wished   extremely elegant   company    found    must  admitted   laughed rather loud  talked excessively
449,however  account   way    slipped past  entresol   amusing   two young men roared  laughter    fun began
450,    moment  two corks flew   loud report  door came open  bang  madame schmid stalked 
451,pg 77  banquos ghost made greater sensation  party   stout alsatian
452,fontaine following  usual tactics ran behind  screen
453,madame schmid  one rapid glance     champagne uttered  one word thieves  made dash  fontaine   collared  dragged 
454,pg 78 oh  pretty boy  screamed    povertychampagne  oysters  giving parties   cant pay  washbill
455, used  feel sorry       poor    know   rolling  money  twenty million francs left   america  owing poor woman two hundred francs  washingthat     slicktongued marsac yonder marsac   yonder  directly behind madame schmid  holding big tumbler  champagne  one hand      deftly seized  round  waist  began pouring  champagne   throat
456,   time   talking    vigorous tones shouting  dear girl  really oughtnt  come 
457,  ruin  reputations   handsome young thing like  found   apartment madame schmid sputtering protesting  obliged  drink  champagnepg 79 willynilly  still able  make good deal  noise
458,oh  hypocrite
459, cant honeyfuggle  gurgle gurgle gurgle  champagne flowed   throat
460,honeyfuggle 
461,oh  bewitching creature  honeyfuggle 
462,another glass fontaine another tumbler followed  first madame schmid trying  say stop hugging   impudent  young ladies enjoyed  excessively    second glass  wholly disposed  madame schmid  struggling   emotions produced   champagne marsacs flattery  wrath   unpaid bill   thrifty alsatian  last    means forgotten
463,suddenly amid   laughing choking joking  commotion voice  heard calling   foot   stairs monsieur marsac
464,monsieur fontaine
465,open  door  help  uppg 80  confounded narrow stairs
466,   built   alpine work   great heavens
467,  old duval exclaimed fontaine   dropped limp  chair   first sound   voice
468,go  keep    moment said marsac   wonderful quickness  hustled  two girls nothing loath   closet   willingly shut  door tittering    predicament
469,  something else though  get rid  madame schmid
470,marsac  almost  drag    corridor door  fighting like tiger  marsac assuring    would forever destroy   young  handsome woman like   found   apartment
471,barely   shoved   scarcely  marsac time  seat   meditative attitude  book  fontaine  old duval entered   greeting  marsacpg 81 could hear madame schmid prancing     corridor   wrath
472,monsieur duval broad rubicund benevolent conceited    true auriferous air  belongs   vulgar rich congratulated fontaine   accession  fortune
473,fontaine received  modestly  marsac eulogised uncle maurice  pointed   goodness indicated  every feature   portrait hanging   wall
474,yes yes said monsieur duval    great stroke  luck young man   hope    worthy     fontaine replied   hoped  prove  entirely worthy   uncle maurices goodness
475,  cried monsieur duval swelling   waistcoat  must tell      objects  calling  see  tonight besides congratulating    good fortune 82 one   sell  piece  property  melun      ask    dine     passy villa  soon
476, wish   meet  niece delphine   lately come  live   daughter  
477,would tomorrow suit perfectly cried fontaine eagerly   checked  marsac  look
478, think    poorest memory  ever saw said marsac severely  fontaine
479,  forgotten  tomorrow  dine   prince  next day   marshal  day    archbishop duval little staggered   magnificent names remarked  thought  told  today  monsieur fontaine   going  society  account   mourning     coolly responded marsac
480,  merely little family affairs  people   always known pg 83    make old duval   less anxious      named day  next week  marsac  fontaine   elaborate consultation   notebooks finally found  could accept
481,    villa said  old brewer standing   feet wide apart   thumbs   waistcoat pockets
482,  pretty place  melun  daughter   fond       looking  country place monsieur fontaine  could   better  take   ninety thousand francs fontaine remembering marsacs injunction     eager hummed   little  effect
483,  deeply indebted  monsieur duval   offer ninety thousand  pg 84 mere bagatelle etc
484,old duval persisted   motive  ridiculously clear every  word   daughter  fond   melun placemy daughter could scarcely  persuaded  leave  even   finer house  passy marsac urged  apparently unwilling fontaine  accept  offer mentioning several countesses duchesses  princesses   acquaintance  thought  buying places  melun
485, every mention   old brewer rose   bait   perfectly happy man  fontaine agreed  take  place  ninety thousand  expressed  gratitude  monsieur duval  favouring    purchase
486, old man  got   subject   daughter varied  digressions   niece delphine  seemed  amuse   much
487, fine handsome girl     new woman  vengeance 85 believes  womans  mission       deadly opposed  matrimony   friend marsacat  monsieur duval cackled  chuckled  great enjoyment   time
488,  way  continued  expect    daughter  call     way  dinner       long
489,monsieur fontaine   oblige   telling  porter  direct   wait awhile  case     quite ready  go monsieur duval   object  getting fontaine    way   moment  door closed upon   drew  chair   marsacs  began  seriously  mopping  forehead   anxiety  know monsieur marsac   always thought extremely well  monsieur fontaine      come  snug fortune    mind  heif  daughter herepg 86 monsieur duval winked  marsac grinned appreciatively
490, understand perfectly answered marsac
491, ten millions  hear remarked monsieur duval  whisper
492,oh   replied marsac deprecatingly
493,  gross exaggeration
494, give   word monsieur duval   nothing like 
495, know    matter  anybody except fontaine   assure      two millions     think monsieur fontaine feels toward  daughter marsac knitted  brows thoughtfully
496, really dont know  said  last   never heard fontaine mention mademoiselle claire except  general terms   know    charming girl   man might  glad  proud   
497, monsieur duval said marsac confidentially    idea   poor fellow   persecuted withpg 87 propositions   sort since  uncle maurices death
498,  club  dukes  marquises  sometimes four deep around     eye     soninlaw     widows  poor fellow    insure  life   eating    whetted old duvals desire considerably
499,marsac seeing  kept 
500,   letter   prince de landais taking  landaiss billi assure  neither  us knows  man except  business wayand   writes   wanting fontaine  marry  daughter  actually asking  money  advanceabout six hundred  seventyfive francsand  takes  tone  person already entitled    wretched aristocratic pauper cried old duval indignantly
501, least  man  marries  claire    worthless fatherinlawpg 88 like  prince de landais  prey upon     letter  madame schmid  rather  baroness schmidmarsac made  addition seeing  quickly monsieur duval  jumped  every   named
502,   particular       got one
503, woman  great swell  rude coarse creature old enough   fontaines mother    washerwoman   told
504,  wayhere marsac put  mouth  old duvals earshe comes   apartment  pursuit  
505, keeps    way refuses  answer  letters    pursues  
506,    room    announced       greatest difficulty  got  
507,    corridor still  believe marsac rose  taking  old brewer   hand  tipped topg 89  corridor door
508,monsieur duval knelt     keyhole saw madame schmid rampaging     corridor like caged lioness
509,great heavens whispered old duval  one  blame monsieur fontaine  running away   woman scarcely   words    mouth  madame schmid making lunge   door  flew open knocking monsieur duval sprawling
510,madame schmid dashed  walking   prostrate monsieur duval      frog  began  harangue marsac violently swinging  arms  like dutch windmill
511,oh  deceiver
512, know  isnt worth    anything  monsieurpg 90 fontaineyou     thumb    bring    terms   promise 
513,   monsieur fontaine gone
514,  spirited     wayi know     every time  come marsacs  reply   catch  round  waist  say soothingly   dragged  back   door  dear girl   certainly ruin fontaines reputation   act   manner  dont care fig   reputation bawled madame schmidit  money     money  mean     monsieur fontaine marsac managed  get  outside  door   took  precaution  lock behind   said   stepped back   room thats sample   poor fontaine    put   since  came   money
515,   another one widowwho  worse   pg 91 oh jupiter  monsieur duvals exclamation   picked     floor  dusted  knees  elbows
516,  handsome woman comtessethe comtesse de fleury
517, got written promise   fontaine  moment  weaknessyou understand yes widow  moment  weakness
518, understand said  old brewer feelingly
519, isnt   slightest legal value though    testify    obtained  duress  fontaine would give half   worth  get rid    marsac said    written agreement  could  help wishing    heart      moment   possession
520,monsieur duval reflected seriously   minutes  speaking
521, acknowledge    said   regard widow   affair   sortpg 92  person   reckoned       tell        shoulders
522,  hear   great influence  monsieur fontaine  particle marsac protested vigorously
523,nonsense
524,  trying  fool 
525,   say   
526,taking  account  daughters fancy   friend fontaine   good character   good birth   fortune    bring  anarrangementyou understandit     happiness   young people  would  anything  fontaines happiness said marsac
527, couldnt youahemthe widownow     attractive fellow
528,perhaps  widow might make  exchange take    mean
529, dear sir  would  anything  earth  fontaine  one     get married pg 93 ha
530,ha
531,thats  way delphine talks  havent  remotest idea   make  offer
532, would  like horse trying  play  fiddle oh well  need  mind    widow
533,    business    shall   chance    help itthat  stammered marsac   recollected  madame fleury  already proposed  
534,   confidential  particular widow haserbefore entangling fontainein  interview   marsac stopped blushing  monsieur duval closing one eye playfully poked    ribs
535, dear young friend said    air  superior wisdom    want   much else  would  hadpg 94 
536,even     use   astuteness  keep   gobbled   widows
537,eternal vigilance   price  liberty  widows  concerned
538,   wont listen   proposition   respect   sure    one upon another subject
539, intend next month reorganising  breweries  stock company    positive assurances   shares  command premium
540,    friend fontaine  raise ten thousand francs within  next week   let     ground floor  within three weeks   make fifty thousand francs   shall   cheque tomorrow morning promptly answered marsac    sou   credit   hand
541,old duval  began  examine  room
542, supper seemed  strike  favourably   room  
543, seems    saidpg 95 thatahemyour friend might  better quarters
544,  pretty high  yes answered marsac   remain   account   widow  comtesse de fleury   surroundings   valuable   think perhaps
545,   collectors   time  assure 
546,  see  sofa yes said monsieur duval punching  poor old sofa   motheaten
547, ought   mended   would  sacrilege  touch  sofa
548, belonged  peter  great
549, made  hole  
550, forget exactly   paid      insured  forty thousand francs monsieur duvals mouth came wide open  surprise
551,  mirror kept  marsac pursuing  advantage
552,  crackedbut  
553, madame pompadour
554,one day  king   disobliging     flew  pg 96 passion
555, picked   marsac halted   eye travelling round  room fell   rusty bellows  resumed glibly  picked  pair  bellows  threw    king
556, majesty dodged  smash went  bellows   mirrorand    veritable bellows
557, mirror  bellows  worth together  twentyfive thousand francs old duval examined    highest respect
558, see said    immensely valuable    see  violin marsac handed  old brewer  violin
559,ah cried monsieur duval delighted  show  knew something  violins stradivarius perhaps  dear sir said marsac  tone  pity  violin  old  stradivarius  young
560,   identical instrument  nero fiddled   rome  burning pg 97  reduced monsieur duval   amazed silence    heard laughter  voices   stairs   door opened admitting fontaine  two remarkably pretty girls
561,dear papa cried one      got   door  wheel came   carriage   coachman   go  stable  another carriageand monsieur fontaine brought us   quite right replied monsieur duval looking fondly   daughter
562, know monsieur marsac   must present    delphine
563,oh  two  get  famouslyyou    haters  marriage  instant marsacs eyes lighted  delphine  felt singular sensation
564,  slight  tall  patrician beauty  face    air  selfpossession second onlypg 98  madame fleurys
565,delphine  felt  instant attraction toward marsac   bright eyes  alert look  intelligence   gentlemanly
566, perception  marsacs charm caused   say lightly yet  faint blush    exactly hater  marriage
567,  regard   primitive  somewhat unintelligent arrangement  effect    words   lips  woman   seen  sixty seconds produced strange effect  marsac
568, felt slight chill  disappointment   answered   old strain     often longed  say mademoiselle  never   courage    remarked delphine showing  beautiful teeth  smile
569,women  know  much  real courage  men
570,especially   true  times  great calamity pg 99 yes indeed said marsac  energy
571,  often noticed   wedding ceremony  bride  always much  composed   groom  launched   discussion delphines next blow   masculine sex   one phase   question  frequently occurred  
572,  higher education unfit men  marriage marsac shook  unable  find  answer   proposition   frankly acknowledged  never  presented   
573,fontaine  claire  listened    silence   furtive looks exchanged   showed silent protest    also  deep interest   
574,old duval laughed   discussion  marsac  delphine    gathered round    glass  champagne  waiting   carriage
575,  young men urged monsieur duval   youngpg 100 ladies  partake   marsac called  frugal supper  monsieur duval chuckled   idea   frugality  declining 
576, young people talked gaily together  sipping champagne  blessed  coachman  taking  long  bring another carriage
577,marsac  delphine seemed  find  impossible  get away   question  marriage albeit  tried topg 101 outdo    railing  
578,delphine declared  woman  keep  eyes open   moment  marrying even  best  men  marsac recommended    keep  eyes half shut ever afterward
579,claire charmed fontaine  saying sweetly     scorn  watch  man  married
580,  want   every confidence    mademoiselle  would need  kill  immediately   ceremony counselled marsac
581,  conversation turned  uncle maurice
582,marsac  fontaine  number  readymade anecdotes respecting  old man   honourable career  new york   told  gravity  effect
583,marsac declared   felt like going  mourning   grateful     uncle maurice  done  fontaine  fontaine  perfect truth said   thought   hispg 102 uncle maurice    relative     world
584,every moment passed  one anothers society drew  four young hearts closer togetherfontaine  claire willingly  marsac  delphine loudly protesting  abusing  emotions   born   hearts yet grew like jonahs gourd
585, last however  accidental halfhourwhich brought  much happiness  fontaine  claire  turned  world topsyturvy  marsac  delphinecame   end
586, carriage  reported  duval party rose  go   two young men  reiterated  promise  dine   saturday  passy old duval saying  course    kind    come  us    engagements  marshals  dukes  princes   significant look  marsac    titled people  want  keep  long range pg 103 especially  prince de landais   baroness schmid boldly responded marsac
587, door  open   duvals  going   saying goodbye   tenth time   two young men saw coming   stairs  compact  shrewd face  maurepas  editorinchief
588, met old duval face  face   landing
589,delighted  see  monsieur duval cried maurepas
590,  going  see  tomorrow     pardon busy man  introducing business  let  ask   give   refusal   villa    melun    get  see  sorry  disappoint      day   ball
591,    effect sold   monsieur fontaine replied monsieur duval going  downstairs
592,maurepas entered  room   air  chagrined man  throwing   hat said crossly pg 104  fontaine  newspaper story  true    come  great fortune    great answered fontaine modestlyonly couple  million francs oh lord sniffed maurepas   ideas  expanded
593,well   glad  old uncle cut   handsomely monsieur maurepas said marsac severely  beg    least respect fontaines mourning attire
594,  exceedingly painful  us   monsieur maurice fontaines death alluded    flippant  heartless manner monsieur maurepas sniffed louder  ever    pursue  objectionable subject
595,well  said  suppose fontaine  give  journalism   dont know responded fontaine dubiously  always liked  profession pg 105   case replied maurepas   make   offer
596, know     fontaine could  forbear remarking  used  say  couldnt  anything  dear fellow answered maurepas coolly      talked 
597,    talkedabout young man  paris  name  worth something  newspaper even   ideas  
598,  make   proposition
599,   give la lune three signed articles week  thousand words    give  five hundred francs week
600, make  one stipulationyour name must  signed    marsac must write  fontaine hesitated  moment  marsac answered   done  another thing
601,    great journalists dinner given   17th   want   called upon  make speech   namepg 106   younger members   staff  la lune  couldnt
602, wouldnt
603, never made speech   life   could
604,whats  matter  marsac composing  speech   delivering  none   world answered marsac laughing
605,   put     17th     melun villa continued maurepas  making memorandum   notebook
606, dare  go home   wife without  promise   place
607, told   would see monsieur duval today   forgot 
608, dont know   paid      give  hundred thousand francs    prospect  making clear ten thousand francs delighted fontaine    could  speak  momentwhen catching marsacs eye fixed upon   understood  signal  gave  evasive answer whichpg 107 maurepas poohpoohed
609,marsac  interfered
610, fact   said    candid manner      monsieur maurepas
611, want fontaine  keep  villa
612, wants  buy great hotel   avenue de lalma  seven hundred  fifty thousand francs
613, tell    much  expensive     dont think  uncle maurice would  approved   fontaine  never heard   avenue de lalma house   assented promptly
614,maurepas however  intensely anxious   villa cut short  discussion   avenue de lalma house  offering one hundred  ten thousand francs   villa
615,fontaine dying  accept glanced  marsac  began  whistle softly
616,maurepas growing  eager jumped  bid immediately  one hundred  twenty thousand francs
617,fontaine thought marsac crazypg 108   rose buttoned  coat  said pray excuse us monsieur maurepas
618,   engagement  little supper tonight   archbishopsquite  informal little affair  hundred  thirty thousand francs cried maurepas
619,  great fool  marsac handed fontaines crapecovered hat  
620, hundred  forty thousand   villa  may  devil take  said maurepas  desperation
621, joyfully shouted fontaine  saw acquiescence  marsacs eye
622,ill take  make one condition  dear fellow said marsac earnestly  fontaine
623,     fool   sell  villa make monsieur maurepaspg 109 promise    mention  price  monsieur duval
624, old gentleman thought   selling     mere song    never forgive    finds   resold  immediately   small  advance yes yes said fontaine  maurepas   making  little memorandum   transaction added readily yes yes
625,   mention  stop cried marsac
626, would   well  tell monsieur duval  fontaine got large advance  
627,  reconcile old duval   selling  ill tell  old fellow anything  like
628, sign  little memorandum fontaine    pass  papers  directly    soon   get 
629,    take cheque  bind  bargain fontaine could scarcely refrain  embracing  editor   spot butpg 110 obeying telegraphic signal  marsac  merely said     inconvenience       slightest    please  wife  know   settled answered maurepas taking  chequebook  rapidly writing cheque  twenty thousand francs
630, ten minutes  informal  binding agreement  made  signed  maurepas took  departure
631,fontaine  marsac left alone sat looking intently    simply stunned   good fortune
632,marsac finding words unable  express  rapture turned double handspring   sofa  fontaine rushing    hugged  kissed  violently
633,   stood grasping    five minutes  silent rapture  marsacs countenance losingpg 111  blissful expression became suddenly grave
634,fontaine   glorious  tell  one thing
635,   singular sensation   felt  instant  eyes rested  delphine
636, feel  
637,   peculiar  penetrating  although agitating  unpleasant love  idiot  alarm  said marsac anxiously
638,tell    something less dangerous locomotor ataxia  paresis    told  symptoms  somewhat alike  tell      love  delphine      love   sweet claire   need  fight  struggle  
639,love  lord  
640, man  lived    loved     way   love
641, course  plato  low diet  particle  good pg 112 marsac relapsed  gloom  fontaine whacking    back cried exultingly think marsac twenty thousand francs  hand thirty thousand  coming forty thousand francs profit    brewery shares    buy thousand francs  picture play placed clothes enough  two yearshurrah  uncle maurice hurrah
642,hurrah
643,hurrah
644, uncle maurice shouted marsac capering wildly 
645,fontaine ran  opened  closet door  let   two balletgirls   gone  sleep
646, pulled    began dancing gaily    marsac finding madame schmid   keyhole listening dragged      corridor  seizing  round  waist began  waltz furiously    hurrahing  uncle maurice   top   lungs  singing doggerel verses madepg 113    danced   ending  joyous refrain  houpl
647, uncle maurice pg 114 chapter iii  dinner  passy resulted  several things
648,fontaine  claire could  longer conceal  infatuation     tacit engagement ensued   announced  soon  fontaine could free  wholly  madame fleurywhich meant  soon   gave   pursuit  
649, two friends  escaped    roof  17 rue montignal   exercise   ingenuity akin    enables men  dig  castle walls  steal past sentries   find  way  prison gates
650, secretly hired another lodging   avoid suspicion made  move toward paying  rent  madame fleury  spite   coming intopg 115 ready money
651, apparent absence  cash led   believe   ever   story   rich uncle   invention  marsacs
652,  little  move except  new clothes  uncle maurices portrait
653, week   flight every day  came downstairs whistling  wearing two  sometimes three suits  clothes   shed  snake sheds  skin   new lodgings
654, last   dead  night  crept softly    apartment leaving   note addressed  madame fleury enclosing  full amount   indebtedness  stealing downstairsmarsac   violin case  fontaine  uncle maurices portraitthey gained  streetpg 116   ran   satan   
655,madame fleurys chagrin next morning  excessive particularly   read  note   marsac thanked  ironically   hospitality  
656,    smallest clew   whereabouts   went  work quietly  find  
657,meanwhile marsac  fontaine     sight   disposed  trouble      old duval naturally wished  daughter  avoid  scandal  might arise   affair    solicitous  madame fleury  settled 
658,let sleeping dogs lie  marsacs motto     inclined  hunt  madame fleury  order  get formal release  
659,meanwhile  catastrophe indicated    first meeting  marsac  delphine  fallen     violent manner
660, fell mutually  love  precipitancepg 117   even claire  fontaines ardour   patch
661, although   disaffection   citadel    hearts pride  policy made brave show  defence  really   waited  demand     surrender
662,marsac dared  propose  delphine   secure   charm   society  enslave   marriage
663, ward   suspicions  might arise   mind   sly jokes  hints   two confessed lovers  gibed  marriage  keenly  ever
664,delphine    whit behind marsac  falling  love scorned   outdone  railed  love  marriage quoted plato  nordau  made  miserable  manner truly feminine
665,old duval  bent   match   daughter  fontainethe    marsac informed  confidentially  fontaine  two  uncles  america   aged  infirm aunt    intendedpg 118  make   heir       eighty years  age
666, two young men  much  passy   invitations elsewhere      forced  invent  really existed
667, whole face  existence indeed  changed  themfor marsac   fontaine
668,fontaine  always thought marsac  cleverest fellow   world    ranked   napoleon  alexander  great
669, play   produced   immensely successful  picture   exhibited  highly praised    journalists dinner marsacs speech delivered  fontaine  marked fontaine forever  born afterdinner speaker  man  esprit
670, last reputation  amply confirmed   brilliant articles signed  fontaine  written  marsac  sparkled three times week upon  pages  la lune  short  appeared    mere report  pg 119 fortune  two million francs  enough  produce two million francs
671,  real fact   marsac hitherto  unappreciated genius  risen   great occasion offered    success     charlatan
672,    man  parts accomplishments   large generosity   good thing  troubles    world gives  credit   one else
673,  everybody believed   defunct uncle maurice fontaine  marsac actually seemed   deceived    illusion  would talk quite gravely    uncle mauricehis tastes  habits   appearance
674,   real uncle maurice nothing    heard     two young men easily persuaded   nothing would
675,  event    intend  cross  bridge   came       advantages gained   fictitious uncle werepg 120   solid nature  even  uncle maurice turned   could  rob    entire fruits   scheme
676,one bright evening early  may   dined  passy   dinner sat   two girls  old duval   terrace
677, evening  warm   season  coffee  served   doors
678,  delphine  carried volume  plato      oriflamme  battle asked marsac  read something     great philosopher
679, marsac promptly agreed   delphine would hold candlewhich would  necessary   fading light
680,  brought delphines golden quite close  marsacs closely cropped brown one  consented willingly
681,old duval    poor opinion  plato sauntered     end   terrace close   hedge  overlooked  highroad
682,  coffeepg 121 iced champagne  cigars mitigated  solitude
683,afar    dark illumined   wax candle  looked like firefly marsac read plato aloud  assent   lips  contradiction   heart
684,fontaine  claire exchanging laughing glances varied   occasional tender pressure   hands half listened  delphine happy   near marsac  smilingpg 122   yet cherished bitterness     heart   professed disdain  love
685,presently monsieur duval  heard calling monsieur marsac marsac   plato  become wellnigh intolerable laid  book   vicious slam  walked    end   terrace    almost   sight  hearing
686,come said  old man goodhumouredly havent   enough   old fool plato  dear monsieur duval  horrify   pain  responded marsac  shocked voice
