,Cleaned Data
285,living on fifteen cents day for twenty years must have impaired his constitution to that degree that he cannot stand the voyage fontaine already in the depths of woe seemed to sink deeper and deeper
286,not so marsac whose cheerfulness never left him
287,all day the two friends sat in their garret unable on accountpg 52 of fontaines dilapidated clothes and marsacs want of shoes to go out and get anything to eatfor they could still go to restaurant near the newspaper office and get dinner on credit
288,they both shrank from admitting their necessities by asking for an advance from the business office of their newspaper
289,marsac spent the day in patching and cleaning with awkward industry fontaines torn coat and trousers
290,never had fontaine loved and admired him more
291,he sang and whistled all day long made jokes and pretended that doing without food and fire was rather an amusing experience
292,at nightfall he held up the torn and soiled coat and trousers for inspection
293,the poor fellow had done his best but they were clearly not presentable
294,not even then did his courage and spirits desert him
295,he laughed at his own failure and said gaily well my boy what tale this will make to tell when we get richpg 53 for half the pleasure of rich people consists in telling how happy they were when they had not second shirt to their backs at that moment servant in the establishment opened the door without ceremony and thrust in huge box with the name of charlevois tailor on it
296,scarcely was the door shut when the two young men tore open the box
297,there lay several suits of the handsomest mourning clothes imaginable with hats and gloves to match and on top of everything was pinned letter
298,it was from charlevois one of the best tailors in paris saying that he had taken the liberty of sending monsieur auguste fontaine several suits of clothes asking his inspection of them
299,he had read in the papers that evening of monsieur maurice fontaines death and wouldpg 54 be glad to supply monsieur auguste fontaines mourning
300,also that his son was in the stationery business and had enclosed some samples of stationery
301,the two young men gazed intently at each other
302,then without word fontaine with marsacs help put on an evening suit and then topcoat with crapecovered hat and black gloves
303,he certainly looked very handsome in his new outfit
304,it was almost the first time in his life that he had ever been really well dressed and the elegantly simple costume brought out his aristocratic beauty
305,marsac looked at him with the delight of mother over beautiful daughter dressed for her first ball
306,fontaine walked up and down surveying himself with satisfaction in the cracked mirror
307,he examined his old coat and trousersthey looked worse than ever by comparison
308,his silence said eloquently i cannot take these gentlemanly habiliments off 55 he put the hat on his 
309,with marsac he moved toward the door they paused
310,this is the rubicon said marsac
311,the rubicon is passed replied fontaine stepping out
312,they went to the restaurant where they had credit to dinner and were seen by twenty persons of their acquaintance
313,as they approached the desk on entering the cashier handsome girl was glancing at an afternoon paper containing the paragraph about uncle maurice
314,she recognised fontaine whom she had seen before
315,do you wish private room gentlemen she asked
316,certainly answered marsac solemnly who had not thought of it before
317,auguste you would rather not dine in public today fontaine shook his  and the two friends in silence fontaine with his eyes bent on the mourning hat he carried went into private diningroom 56 an obsequious waiter brought card
318,marsac ordered an excellent dinner with champagne
319,when it came the sight of it was almost too much for the poor halfstarved young fellows
320,it was the first time they had really dined in weeks
321,they made an excuse to send the waiter out of the room when they hugged each other and began to dance wildly and barely had time before he returned to scuttle back to their chairs and pull long faces while they devoured fish flesh and fowl entres horsdoeuvres and everything else eatable on the 
322,marsac in the waiters absence begged fontaine to spare the candelabra while fontaine caught marsac in the act of chewing the paper off the marrons glacs
323,pg 57 this said marsac while the waiter was out of the room for they kept him on the trot may be called our first dress rehearsal
324,we are to appear before the public tomorrowyou as the heir of your uncle maurice i as the friend of the nephew of his uncle do you think we have deceived the waiter anxiously asked fontaine
325,perfectly
326,he never saw us order such dinner before but i hope he will see us order good many more like it
327,look solemnhe is coming and the waiter coming in found marsac urging fontaine to eat who seemed to be in the depths of despondency
328,when the time came for feeing the man fontaine said sadly you marsac must pay tonight
329,i forgot i had changed my clothes certainly replied marsac clapping his hand to his pocket and producing the two francsthe last they had on earth which he had taken the precautionpg 58 to bring with himand handing them to the waiter
330,those two francs made everybody in the restaurant believe the story of fontaines fortune
331,after the dinner which lasted for three hours they went home and fontaine wrote note on the blackedged paper to the editor of their paper la lune asking for leave of absence for few days owing to the loss of near relative
332,marsac took it to the office
333,his fellowworkers crowded round him asking questions about the paragraph which had appeared that afternoon
334,marsac confirmed it but declared they had not got any particulars as to the amount of the fortune
335,but i should say it will be under three millions he added with entire accuracy
336,next day paris rang with the story
337,it cannot be denied that both marsac and fontaine were little frightened at the sudden and overpowering success of their little romance
338,they had notpg 59 counted upon the instant and enormous sensation it created
339,but there was now no retreat for them
340,being once committed to uncle maurice they had to abide by their own invention and it taxed even marsacs powers to meet the emergency
341,fontaine simply declared that he could not face the world in his new character and kept close to his lodgings to avoid interrogatories
342,naturally that did still more to set the story on its legs and when he began to receive letters of condolence mixed with congratulations and was forced to reply to them on paper with black border an inch deep and signed with inky sealingwax even he himself began to believe that his uncle maurice had died and left him fortune
343,marsac who was remarkably clever with his brush made an excellent picture of uncle maurice out of the transformed bullfighter and by dint of artistically smoking it the newness ofpg 60 the paint was taken off
344,he was however simply forced to invent biography of uncle maurice with names dates and events
345,the first time he was asked how uncle maurice made his money he was obliged to say how so he represented that it was all made in the wineimporting line
346,if i had had moment to think i should have said mining operations he said to fontaine afterward but taken unawares i hit upon the winebusiness
347,and then i had to explain that he went against the traditions of his family by engaging in trade but was immensely successful so they forgave him
348,and then i drew noble picture of uncle mauricefor look you fontaine as we have profited by the old gentleman the least we can do is to give him good character
349,i have adorned him with every virtue
350,if he could come to life i am sure he would be pleased with the reputation i have given him pg 61 but marsac he is alive
351,that is the maddening part
352,suppose the real uncle maurice should come walking in here some fine daywhat would you say i should say good morning monsieur fontaine delighted to see you
353,have cigar
354,we heard that you were dead and the old gentleman would be so pleased at finding himself alive that he would forgive us anything among the first persons to hear the story was madame fleury and the hardest task before marsac was when he was stopped by her in the entresol one morning with an inquiry whether the story was true or not about fontaines uncles death
355,alas
356,it is only too true replied marsac sorrowfully
357,i think monsieur auguste should have informed me of it said madame fleury considering our relations ah madame you widow canpg 62 have no idea of the bashfulness of young man like fontaine in his first love affair
358,the relations of men and women are so changed now
359,i am barely thirty but i remember when it was the lady who was diffident
360,but the last diffident woman i understand has been secured for the jardin des plantes madame fleury heard this with smile playing round her handsome mouth
361,i hardly think that the engagement between monsieur auguste fontaine and me can be called love affair
362,it was business arrangement pure and simple
363,however if this story about his uncle maurice and his fortune is true then i shall look forward with more satisfaction than ever to the 15th of may
364,but why does not monsieur fontaine call to see me occasionally bashfulness madame fleurypure bashfulness
365,i tell you men and women have changed places
366,i predictpg 63 that in few years young man will no more think of calling on his fiance than few years back his fiance would have called on him madame fleury heard this uttered in marsacs airiest manner with the same inscrutable smile
367,when marsac left her presence after an hours laboured explanations he had not the slightest certainty whether she believed in uncle maurice or not
368,he rather thought she did not from her last remarkwhich was that if monsieur fontaine really had inherited two million francs she would be glad to have the two hundred he owed her
369,however to have got two hundred francs from fontaine would have been like getting oysters out of strawberry bed
370,as the days went on he got great many things like the mourning clothes and blackedged paper and he was pursued by tradesmen desiring him to open accounts with them
371,but not franc had he
372,his absence from thepg 64 newspaper office cut off his small salary there and while dining at his favourite restaurant every day smoking the best cigars and enjoying other luxuries he often had not one sou to rattle against another
373,marsac kept up his courage though by telling him that something would soon turn up which would enable them to pay their debts escape from madame fleurys house and live like lords
374,and when that happy event was accomplished marsac promised that fontaine should be rid of madame fleury and in position to ask the hand of claire duval whom fontaine grew every day more passionately in love with although it had been months since he had seen her
375,whenever fontaines courage failed marsac always held out to him the hope of marrying claire
376,just let me catch old duvali dont like to go in search of himcried marsac and i will give him such an account of you that he willpg 65 be throwing his daughter at your 
377,and as she is sweet girl and i believe is really in love with you there will be marriage sure
378,the only thing on my conscience is that i am putting noose around your neck a noose
379,a garland you mean
380,ah could i live to have claire for my wife
381,but that infernal widow downstairs dont speak of your fiance in that disrespectful manner cried marsac at the same time dodging fontaines new hat which flew in his direction
382,pg 66 one night about six weeks after uncle maurices advent fontaine was in their garret waiting for marsac to return
383,the room was as shabby as ever but fontaine was dressed in the height of the  although still in the deepest mourning
384,his bright face as he walked about whistling jovially with his hands in his trousers pockets which were empty as usual was in striking contrast to his livery of woe
385,fontaine occasionally had spasms of fear concerning their ruse but at twentyfive with good appetite and enough to satisfy it with love and hope and friend like marsac one is apt to whistle jovially
386,in one corner of the room was with delicious supper set outsent from the restaurant which the two young men patronised liberally
387,on the rickety writing lay letter bearing the stamp of one of the leading theatres in paris
388,in the intervals of walking about and wondering why marsac was so late fontainepg 67 would read and reread this letter with the most evident delight
389,at last just as fontaine was beginning to be impatient in walked marsac carrying his violincase in his hand
390,he opened it without word and took out four bottles of champagne
391,then in solemn silence he removed his tall hat which proved to be full of flowers and these he arranged in the middle of the supper 
392,what are you up to now asked fontaine in surprise
393,ladies to supper gravely replied marsac
394,fontaine was astounded
395,marsac habitually ran away from respectable women declaring he was afraid of them and for those of another kind he had nothing but the pity of pg 68 refined and honourable soul which leaves to harder hearts and more evil natures the condemnation of those who sin because they are sinned against
396,fontaine uttered only one word ladies yes said marsac that is they are ladies to me and to youfor they are women halfstarved and hardworking
397,what does it matter that they are balletgirls in thirdrate theatre
398,listen
399,as i was coming home just now i saw these two poor creatures standing in front of pastry shop close by eying the cakes in the window and without sou to buy anything with
400,i overheard them as they sorrowfully recalled that their last franc had gone in white satin shoes for the ballet next week
401,i have been hungrypg 69 myself and so have you and i felt for them in my pockets as well as in my heart but i had no more money than they
402,i had credit though thanks to your admirable uncle maurice and good supper at home and i said to them that for once they should be warmed and filled
403,they are of grade in society that is not bound by conventionalities and were quite willing to go anywhere for good meal
404,so i told them to slip by the conciergethey will be here in few minutesand i went and got the wine and the flowers to make it little more of feast for the poor souls and you and i fontaine will be the better not the worse for this nights work marsac you are the best fellow that ever lived cried fontaine hugging him
405,fontaine was always hugging marsac and marsac always responded by pat on the  such as father gives small boy
406,and read this letter he continued thrusting the letterpg 70 in marsacs hand
407,it ran as follows m
408,auguste fontaine
409,my dear sirhappening some days ago to read an account of your deserved good fortune i remember having had some correspondence with you regarding playa white marriage i chanced to look in my box the same day and there discovered the play itself where it had lain whole year fate most unworthy of its great merit and which could only have occurred by the most astonishing forgetfulness on my part
410,i make you ten thousand apologies and assure you the loss is mine for since reading the piece i beg to have the honour of presenting it at the gaiet theatre
411,you have written play which must command success for i cannot understand it nor can the public and i presume no more can you
412,all you have to do therefore is to have it presented and then sit down and wait for the critics to explain the play to you as to the rest of the world
413,each one is bound to give different explanation they will get to quarrelling and your fortune will be made
414,it is essential in the drama of today to be complex and when you are so complex that nobody from the author down knows what the devil play is about or whatpg 71 problems you are proving or disproving you will be placed upon the same pinnacle with ibsen maaterlinck and the rest of the dutch shakspeares
415,ibsen or skirt dance is what goes nowadays
416,there is slight tendency to clearness in your  which must be remedied if you wish to be really great modern dramatist
417,and your play is not really vicious enough the wife merely gives her husband an opiate while she escapes with her lover instead of being driven by an imperative fate to give him about quart of corrosive sublimate
418,but these are minor faults in work of great villany obscurity and prolixity which i hope to have the privilege of presenting
419,yours truly m
420,savary manager of the gaiet theatre
421,fontaine capered about gleefully while marsac read this letter and then handed him another note which seemed to give him almost equal pleasure
422,it was from picturedealer and briefly announced that an offer of thousand francs had been made for a rough sea and he hesitated about taking it there was price marked on the picturefiftypg 72 something it couldnt be fifty francs
423,but it was fifty francs all the same cried marsac and thousand francs
424,good heavens
425,we shall be as rich as the rothschilds and we shall be able to get away from these quarters and that dreadful woman downstairs and i shall marry you to claire duval fontaines reply to this was humming little song with refrain claire i love thee which presently made him sigh and look very gloomy
426,marsac who knew what turn his thoughts were taking said slyly i met old duval today fontaine jumped as if he had been shot
427,and what did he say
428,how is claire
429,when are you going to let me out of this infernal confinement so i can go to see the darling fie
430,fie
431,and you an engaged man cried marsac at which fontaine groaned and tore his hair
432,butpg 73 continued marsac i have some good news for you
433,old duval has read all the accounts of uncle maurice and has the most childlike faith in him and i declare auguste i begin to believe in the old fellow myself
434,anyhow monsieur duval talked with me whole hour this afternoon and you may depend upon it i stuffed him and the result isnow dont go crazythat he more than hinted at match between you and claire fontaine fell on the sofa in an ecstasy murmuring dear darling claire and he is coming to see you very soon to congratulate you
435,i told him you were going nowhere on account of your recent bereavement and listen to this
436,the old fellow wants to oblige you and as i mentioned by way of corroborative testimony that you were looking round for countryseat he said he would sell you villa he has at melun for ninety thousandpg 74 francs
437,now i know that maurepas our editorinchief is wild for that villa and i have reason to think he will give hundred and forty thousand francs for it
438,do you see yes said fontaine
439,i buy it for ninety thousand and sell it for hundred and forty thousand
440,but will it work not if you jump down old duvals throat when he offers it to you i shant be able to prevent it then you will be unworthy of your uncle maurice and i shall be sorry to have provided you with such relative a sound was heard outside
441,marsac listened intently thinking it to be his two friends of the ballet but it proved not
442,i wonder as much afraid as you are of women said fontaine that you should have had the courage to ask those two poor creatures here even for the pleasure of doing kind actionforpg 75 nothing gives you so much pleasure as that pooh replied marsac
443,it is not women i fear it is matrimony and i show my regard for the sex by remaining bachelor
444,i feel that by not marrying i shall secure one woman at least from eternal misery again there was noise outside the door and this time it was the two balletgirlsmademoiselle marie and mademoiselle louise as they introduced themselves
445,marsac receivedpg 76 them with as much kindness and respect as if they had been bankers daughters and as for the girls themselves they were tawdry yet shabby and extraordinarily painted and bedizened
446,but the of womanhood was not extinguished in them and modesty itself would not have been abashed in the presence of the four assembled in the garret of no
447,17 rue montignal
448,mademoiselle marie and mademoiselle louise wished to be extremely elegant in the company in which they found themselves but it must be admitted that they laughed rather loud and talked excessively
449,however their account of the way in which they slipped past the entresol was very amusing and the two young men roared with laughter and then the fun began
450,but at the very moment that two corks flew out with loud report the door came open with bang and madame schmid stalked in
451,pg 77 not banquos ghost made greater sensation at party than this stout alsatian
452,fontaine following his usual tactics ran behind the screen
453,madame schmid with one rapid glance at the and the champagne uttered but one word thieves and made dash for fontaine whom she collared and dragged out
454,pg 78 oh you pretty boy she screamed this is your povertychampagne and oysters and giving parties when you cant pay your washbill
455,i used to feel sorry for you when you were so poor but now i know you are rolling in money with twenty million francs left you in america and owing poor woman two hundred francs for washingthat is you and that slicktongued marsac yonder marsac was not yonder but directly behind madame schmid and holding big tumbler of champagne in one hand while with the other he deftly seized her round the waist and began pouring the champagne down her throat
456,at the same time he was talking her down in vigorous tones shouting my dear girl you really oughtnt to come here
457,it will ruin our reputations to have handsome young thing like you found in our apartment madame schmid sputtering protesting but obliged to drink the champagnepg 79 willynilly was still able to make good deal of noise
458,oh you hypocrite
459,you cant honeyfuggle me gurgle gurgle gurgle the champagne flowed down her throat
460,honeyfuggle you
461,oh you bewitching creature you honeyfuggle me
462,another glass fontaine another tumbler followed the first madame schmid trying to say stop hugging me you impudent the young ladies enjoyed this excessively and before the second glass was wholly disposed of madame schmid was struggling with the emotions produced by the champagne marsacs flattery and wrath at her unpaid bill but being thrifty alsatian the last was by no means forgotten
463,suddenly amid all the laughing choking joking and commotion voice was heard calling at the foot of the stairs monsieur marsac
464,monsieur fontaine
465,open the door and help me uppg 80 these confounded narrow stairs
466,i am not built for such alpine work as this great heavens
467,it is old duval exclaimed fontaine who had dropped limp into chair at the first sound of this voice
468,go and keep him below for moment said marsac and with wonderful quickness he hustled the two girls nothing loath into the closet where they willingly shut the door tittering at their own predicament
469,it was something else though to get rid of madame schmid
470,marsac had almost to drag her to the corridor door she fighting like tiger and marsac assuring her that it would forever destroy them should young and handsome woman like her be found in their apartment
471,barely was she shoved out and scarcely had marsac time to seat himself in meditative attitude with book when fontaine with old duval entered and while greeting him marsacpg 81 could hear madame schmid prancing up and down the corridor in her wrath
472,monsieur duval broad rubicund benevolent conceited and with the true auriferous air which belongs to the vulgar rich congratulated fontaine on his accession of fortune
473,fontaine received this modestly while marsac eulogised uncle maurice and pointed out the goodness indicated in every feature of the portrait hanging on the wall
474,yes yes said monsieur duval you have had great stroke of luck young man and i hope you will be worthy of it to which fontaine replied that he hoped to prove himself entirely worthy of his uncle maurices goodness
475,and now cried monsieur duval swelling out his waistcoat i must tell you that i have other objects in calling to see you tonight besides congratulating you on your good fortune 82 one is to sell you piece of property at melun and the other is to ask you both to dine with me at my passy villa very soon
476,i wish you to meet my niece delphine who has lately come to live with my daughter and me
477,would tomorrow suit perfectly cried fontaine eagerly but was checked by marsac with look
478,i think you have the poorest memory i ever saw said marsac severely to fontaine
479,have you forgotten that tomorrow we dine with the prince and next day with the marshal the day after with the archbishop duval little staggered by these magnificent names remarked i thought you told me today that monsieur fontaine was not going into society on account of his mourning so he is not coolly responded marsac
480,these are merely little family affairs with people we have always known pg 83 this did not make old duval any the less anxious to have them and he named day the next week which marsac and fontaine after an elaborate consultation of their notebooks finally found they could accept
481,and now about the villa said the old brewer standing with his feet wide apart and his thumbs in his waistcoat pockets
482,its very pretty place at melun my daughter is very fond of it and if you are looking for country place monsieur fontaine you could not do better than take it at ninety thousand francs fontaine remembering marsacs injunction not to be too eager hummed and had little for effect
483,he was deeply indebted to monsieur duval for his offer ninety thousand was pg 84 mere bagatelle etc
484,old duval persisted and his motive was ridiculously clear every other word was my daughter is fond of the melun placemy daughter could scarcely be persuaded to leave it even for our finer house at passy marsac urged the apparently unwilling fontaine to accept the offer mentioning several countesses duchesses and princesses of their acquaintance who thought about buying places at melun
485,at every mention of  the old brewer rose to the bait and was perfectly happy man when fontaine agreed to take the place at ninety thousand and expressed his gratitude to monsieur duval for favouring him with the purchase
486,the old man then got on the subject of his daughter varied with digressions on his niece delphine which seemed to amuse him very much
487,a fine handsome girl she is but the new woman with vengeance 85 believes in womans having mission and all that and is as deadly opposed to matrimony as our friend marsacat which monsieur duval cackled and chuckled with great enjoyment for some time
488,by the way he continued i expect her and my daughter to call for me on their way from dinner and they will be here before long
489,monsieur fontaine will you oblige me by telling the porter to direct them to wait awhile in case i should not be quite ready to go monsieur duval had an object in getting fontaine out of the way for the moment the door closed upon him he drew his chair up to marsacs and began very seriously and mopping his forehead in his anxiety you know monsieur marsac i have always thought extremely well of monsieur fontaine and now that he has come into snug fortune i should not mind if heif my daughter herepg 86 monsieur duval winked and marsac grinned appreciatively
490,i understand perfectly answered marsac
491,about ten millions i hear remarked monsieur duval in whisper
492,oh no no replied marsac deprecatingly
493,that is gross exaggeration
494,i give you my word monsieur duval it is nothing like that
495,i know more about the matter than anybody except fontaine and i assure you that it is but two millions and how do you think monsieur fontaine feels toward my daughter marsac knitted his brows thoughtfully
496,i really dont know he said at last i have never heard fontaine mention mademoiselle claire except in general terms but i know she is very charming girl and any man might be glad and proud to have her
497,but monsieur duval said marsac confidentially you have no idea how the poor fellow has been persecuted withpg 87 propositions of the sort since his uncle maurices death
498,at the club the dukes and marquises are sometimes four deep around him all with an eye on having him for soninlaw and as for the widows the poor fellow has had to insure his life against their eating him up this whetted old duvals desire considerably
499,marsac seeing this kept on
500,now here is letter from the prince de landais taking up landaiss billi assure you neither of us knows the man except in business wayand here he writes not only wanting fontaine to marry his daughter but actually asking for money in advanceabout six hundred and seventyfive francsand he takes the tone of person already entitled to it a wretched aristocratic pauper cried old duval indignantly
501,at least the man who marries my claire will not have worthless fatherinlawpg 88 like this prince de landais to prey upon him and here is letter from madame schmid or rather the baroness schmidmarsac made this addition seeing how quickly monsieur duval had jumped at every he had named
502,she is very particular about her  because she has just got one
503,this woman is great swell but rude coarse creature old enough to be fontaines mother and was once washerwoman i am told
504,by the wayhere marsac put his mouth to old duvals earshe comes to this apartment in pursuit of him
505,he keeps out of her way refuses to answer her letters and then she pursues him here
506,she was in this room when you were announced below and it was with the greatest difficulty we got her out
507,she is in the corridor still i believe marsac rose and taking the old brewer by the hand they tipped topg 89 the corridor door
508,monsieur duval knelt down and through the keyhole saw madame schmid rampaging up and down the corridor like caged lioness
509,great heavens whispered old duval no one can blame monsieur fontaine from running away from such woman scarcely were the words out of his mouth when madame schmid making lunge at the door it flew open knocking monsieur duval sprawling
510,madame schmid dashed in walking over the prostrate monsieur duval as if he had been frog and began to harangue marsac violently swinging her arms about like dutch windmill
511,oh you deceiver
512,i know it isnt worth while to do anything with monsieurpg 90 fontaineyou have him under your thumb but i will bring you both to terms that i promise you
513,and where has monsieur fontaine gone
514,you have spirited him out of the wayi know it you do it every time i come marsacs only reply was to catch her round the waist and say soothingly as he dragged her back to the door my dear girl you will certainly ruin fontaines reputation if you act in this manner i dont care fig for my reputation bawled madame schmidit is money i am after and money i mean to have out of monsieur fontaine marsac managed to get her outside the door which he took the precaution to lock behind her and said as he stepped back into the room thats sample of what poor fontaine has had to put up with since he came into his money
515,and there is another one widowwho is worse than all pg 91 oh jupiter was monsieur duvals exclamation as he picked himself up off the floor and dusted his knees and elbows
516,a very handsome woman comtessethe comtesse de fleury
517,she got written promise out of fontaine in moment of weaknessyou understand yes widow and moment of weakness
518,i understand said the old brewer feelingly
519,it isnt of the slightest legal value though as i can testify that it was obtained under duress and fontaine would give half he is worth to get rid of her as marsac said this about the written agreement he could not help wishing with all his heart that he had it that moment in his possession
520,monsieur duval reflected seriously for some minutes before speaking
521,i acknowledge to you he said that i regard widow in an affair of this sortpg 92 as person to be reckoned with and it is i who tell you so and i have on my shoulders
522,now i hear you have great influence with monsieur fontaine not particle marsac protested vigorously
523,nonsense
524,you are trying to fool me
525,but i will say this to you
526,taking into account my daughters fancy for your friend fontaine and his good character and his good birth and his fortune if you can bring about anarrangementyou understandit will be for the happiness of the young people i would do anything for fontaines happiness said marsac
527,then couldnt youahemthe widownow you are yourself very attractive fellow
528,perhaps the widow might make an exchange take me do you mean
529,my dear sir i would do anything on earth for fontaine but one and that is to get married pg 93 ha
530,ha
531,thats the way delphine talks i havent the remotest idea how to make an offer
532,it would be like horse trying to play the fiddle oh well you need not mind about that with widow
533,she will do the business for you she shall not have chance if i can help itthat is stammered marsac as he recollected that madame fleury had already proposed to him
534,to be very confidential this particular widow haserbefore entangling fontainein an interview with me marsac stopped blushing and monsieur duval closing one eye playfully poked him in the ribs
535,my dear young friend said he with an air of superior wisdom she did not want you very much else she would have hadpg 94 you
536,even i have had to use all my astuteness to keep from being gobbled up by widows
537,eternal vigilance is the price of liberty where widows are concerned
538,but if you wont listen to my proposition in that respect i am sure you will to one upon another subject
539,i intend next month reorganising my breweries into stock company and i have positive assurances that the shares will command premium
540,if you and your friend fontaine can raise ten thousand francs within the next week i can let you in on the ground floor and within three weeks you will make fifty thousand francs each you shall have my cheque tomorrow morning promptly answered marsac who had not sou to his credit or in hand
541,old duval then began to examine the room
542,the supper seemed to strike him favourably but the room did not
543,it seems to me he saidpg 95 thatahemyour friend might have better quarters
544,this is pretty high up yes answered marsac but we remain here on account of the widow the comtesse de fleury and our surroundings are more valuable than you think perhaps
545,we have been collectors in our time i assure you
546,do you see that sofa yes said monsieur duval punching the poor old sofa but its motheaten
547,it ought to be mended here it would be sacrilege to touch that sofa
548,it belonged to peter the great
549,he made that hole in it
550,i forget exactly what we paid for it but it is insured for forty thousand francs monsieur duvals mouth came wide open with surprise
551,and this mirror kept on marsac pursuing his advantage
552,it is crackedbut by whom
553,by madame pompadour
554,one day the king was very disobliging to her and she flew into pg 96 passion
555,she picked up  here marsac halted but his eye travelling round the room fell on their rusty bellows he resumed glibly she picked up pair of bellows and threw them at the king
556,his majesty dodged and smash went the bellows against the mirrorand here are the veritable bellows
557,the mirror and bellows are worth together about twentyfive thousand francs old duval examined them with the highest respect
558,i see said he they are immensely valuable and do you see this violin marsac handed the old brewer the violin
559,ah cried monsieur duval delighted to show he knew something about violins  stradivarius perhaps my dear sir said marsac in tone of pity that violin was old when stradivarius was young
560,it is the identical instrument that nero fiddled on when rome was burning pg 97 this reduced monsieur duval to an amazed silence during which they heard laughter and voices on the stairs and the door opened admitting fontaine and two remarkably pretty girls
561,dear papa cried one of them just as we got to the door the wheel came off the carriage and the coachman had to go to stable after another carriageand monsieur fontaine brought us up here quite right replied monsieur duval looking fondly at his daughter
562,you know monsieur marsac but i must present him to you delphine
563,oh you two should get on famouslyyou are both such haters of marriage the instant marsacs eyes lighted on delphine he felt singular sensation
564,she was slight and tall with patrician beauty of face and  and an air of selfpossession second onlypg 98 to madame fleurys
565,delphine too felt an instant attraction toward marsac with his bright eyes his alert look of intelligence and his gentlemanly 
566,this perception of marsacs charm caused her to say lightly yet with faint blush i am not exactly hater of marriage
567,i only regard it as primitive and somewhat unintelligent arrangement the effect of these few words from the lips of woman he had seen but sixty seconds produced strange effect on marsac
568,he felt slight chill of disappointment but he answered in his old strain just what i have often longed to say mademoiselle but never had the courage but i have remarked delphine showing her beautiful teeth in smile
569,women you know have much more real courage than men
570,especially is this true in times of great calamity pg 99 yes indeed said marsac with energy
571,i have often noticed at the wedding ceremony the bride is always much more composed than the groom being launched into the discussion delphines next blow at the masculine sex was this one phase of the question has frequently occurred to me
572,does the higher education unfit men for marriage marsac shook his  unable to find an answer to this proposition which he frankly acknowledged had never before presented itself to him
573,fontaine and claire had listened to this in silence but the furtive looks exchanged between them showed silent protest against it and also very deep interest in each other
574,old duval laughed at the discussion between marsac and delphine and then they gathered round the to have glass of champagne while waiting for the carriage
575,both the young men urged monsieur duval and the youngpg 100 ladies to partake of what marsac called their frugal supper and monsieur duval chuckled at the idea of such frugality while declining it
576,the young people talked gaily together while sipping champagne and blessed the coachman for taking so long to bring another carriage
577,marsac and delphine seemed to find it impossible to get away from the question of marriage albeit they tried topg 101 outdo each other in railing at it
578,delphine declared that woman should keep her eyes open at the moment of marrying even the best of men and marsac recommended that she should keep her eyes half shut ever afterward
579,claire charmed fontaine by saying sweetly after this i should scorn to watch the man i married
580,i should want to have every confidence in him then mademoiselle you would need to kill him immediately after the ceremony counselled marsac
581,then the conversation turned on uncle maurice
582,marsac and fontaine had number of readymade anecdotes respecting the old man and his honourable career in new york which they told with gravity and effect
583,marsac declared that he felt like going in mourning himself so grateful was he for what uncle maurice had done for fontaine while fontaine with perfect truth said that he thought more of hispg 102 uncle maurice than of any relative he had in the world
584,every moment passed in one anothers society drew these four young hearts closer togetherfontaine and claire willingly and marsac and delphine loudly protesting and abusing the emotions which just born in their hearts yet grew like jonahs gourd
585,at last however this accidental halfhourwhich brought so much happiness to fontaine and claire and turned the world topsyturvy for marsac and delphinecame to an end
586,the carriage was reported the duval party rose to go after the two young men had reiterated their promise to dine on the saturday at passy old duval saying of course it is most kind of you to come to us with all your engagements with marshals and dukes and princes but with significant look at marsac some of those titled people you want to keep at long range pg 103 especially the prince de landais and the baroness schmid boldly responded marsac
587,the door was open and the duvals were going out after saying goodbye for the tenth time when the two young men saw coming up the stairs the compact and shrewd face of maurepas their editorinchief
588,he met old duval face to face on the landing
589,delighted to see you monsieur duval cried maurepas
590,i was going to see you tomorrow but if you will pardon busy man for introducing business just let me ask you to give me the refusal of that villa you have at melun until i can get to see you sorry to disappoint you but it is the day after the ball
591,i have just in effect sold it to monsieur fontaine replied monsieur duval going on downstairs
592,maurepas entered the room with the air of chagrined man and throwing down his hat said crossly pg 104 so fontaine that newspaper story is true and you have come into great fortune not so very great answered fontaine modestlyonly couple of million francs oh lord sniffed maurepas how our ideas have expanded
593,well i am glad your old uncle cut up so handsomely monsieur maurepas said marsac severely i beg you will at least respect fontaines mourning attire
594,it is exceedingly painful to us to have monsieur maurice fontaines death alluded to in that flippant and heartless manner monsieur maurepas sniffed louder than ever but did not pursue the objectionable subject
595,well he said i suppose fontaine will give up journalism now i dont know responded fontaine dubiously i always liked my profession pg 105 in that case replied maurepas i will make you an offer
596,i know what you can do fontaine could not forbear remarking you used to say i couldnt do anything my dear fellow answered maurepas coolly that was before you were talked about
597,now as the most talkedabout young man in paris your name is worth something to newspaper even if your ideas are not
598,i will make you this proposition
599,if you will give la lune three signed articles week of thousand words each i will give you five hundred francs week
600,i make but one stipulationyour name must be signed to them but marsac must write them fontaine hesitated for moment but marsac answered for him done and another thing
601,there is to be great journalists dinner given on the 17th and i want you when called upon to make speech in the namepg 106 of the younger members of the staff of la lune i couldnt
602,i wouldnt
603,i never made speech in my life but you could
604,whats the matter with marsac composing the speech and your delivering it none in the world answered marsac laughing
605,so you can put him down for the 17th and now about the melun villa continued maurepas after making memorandum in his notebook
606,i dare not go home to my wife without the promise of that place
607,i told her i would see monsieur duval today but i forgot it
